caseid,age,childrern_number,level_of_education,first_language,health,marital_status,birth_country,born_parents,unable_to_play_rent,number_of_unions,more_than_one_job,work_hours_per_week,incmc
19659,44.5,0,1,3,1,5,2,1,2,0,2,40,2
9308,70.6,6,4,1,5,1,2,1,2,3,7,NA,9
3860,80,4,1,1,4,1,1,1,2,1,7,NA,8
12285,15.7,0,5,1,1,5,1,1,7,0,7,NA,1
19739,80,3,5,1,3,4,1,3,2,1,7,NA,5
18485,65.8,0,4,1,4,1,2,1,2,1,7,40,7
12472,80,1,5,3,3,4,2,1,3,1,7,NA,5
9149,57.6,2,1,1,1,1,1,1,2,1,2,45,12
4248,42,2,1,1,1,1,1,1,2,1,2,40,12
15452,16.3,0,5,1,1,5,1,1,7,0,2,35,3
2864,75.8,4,5,2,4,3,1,2,3,4,7,NA,5
316,55.3,2,4,1,1,4,1,1,2,1,2,33,8
11146,70.7,2,3,1,4,4,1,1,2,1,7,NA,7
2731,69.5,2,2,1,2,1,1,1,2,1,7,NA,9
3300,65.4,1,2,1,3,3,1,1,2,3,7,NA,7
19953,66.7,2,3,3,2,1,2,1,2,1,7,NA,8
1339,80,1,5,1,3,4,1,1,2,1,7,NA,4
16894,70.4,3,1,1,2,1,1,1,2,1,7,20,10
1177,46.3,2,2,1,1,1,1,1,2,1,2,40,12
4001,66.9,3,5,1,4,1,1,1,2,1,7,NA,4
20433,28.5,1,2,1,1,5,1,1,2,2,1,40,6
16636,69.3,2,2,1,3,1,1,1,3,2,2,35,6
15615,80,6,5,1,2,4,1,1,2,1,7,NA,6
4289,58,0,3,1,2,5,2,1,2,0,2,20,7
6326,58.5,2,3,1,4,1,1,1,2,1,2,60,10
8534,58.8,3,2,1,1,3,1,1,2,2,2,30,6
21383,61.4,2,3,1,2,3,1,1,2,1,7,40,10
4469,75,2,1,2,3,3,1,1,2,1,7,NA,8
11974,38.6,0,1,3,2,1,2,1,2,1,2,40,7
22193,44.6,3,1,1,2,1,1,2,2,2,2,25,11
21700,40.8,1,2,1,4,1,1,1,2,2,2,6,1
6202,59.5,3,4,1,4,1,2,1,8,3,7,NA,NA
15561,51.3,2,1,1,1,3,2,1,2,1,2,36,11
21542,55.5,2,2,1,2,1,1,1,2,1,2,37.5,10
6216,36.1,2,2,1,5,3,1,3,1,3,1,30,4
13830,46.8,2,1,3,3,1,2,1,2,1,2,70,11
16142,63.9,0,3,1,2,5,1,1,2,0,7,NA,10
11030,65.8,2,1,1,1,1,1,1,3,1,2,12,6
6726,68.6,3,2,3,3,1,2,1,2,2,7,NA,5
5304,21,1,5,1,1,5,1,1,2,1,7,NA,3
12414,30.5,1,4,1,2,1,1,1,2,1,2,40,NA
20990,71.8,4,5,3,3,1,2,1,3,1,7,NA,3
181,33.1,0,3,1,2,1,1,1,2,1,2,35,9
13636,50.8,3,1,1,2,1,1,1,2,1,2,55,8
7537,41.2,3,4,1,1,1,1,1,2,1,2,19,6
6934,62.2,3,2,3,3,1,1,1,2,3,7,NA,5
8874,26.1,0,1,1,3,5,1,1,2,0,2,30,4
17417,80,3,2,3,2,4,2,1,2,1,7,NA,8
9961,36.8,2,1,1,2,1,1,1,2,1,7,6,2
32,19.7,0,3,1,2,5,1,1,2,0,2,1.5,2
22011,58.8,2,2,1,5,4,1,1,2,1,2,25,7
16536,17.8,0,4,1,2,5,1,1,7,0,1,30,1
16344,39.8,2,3,1,2,2,1,1,1,1,2,37.5,10
14942,45.3,3,5,1,3,5,1,2,2,0,7,NA,5
8351,27.3,1,4,1,3,1,1,1,2,2,2,40,8
15295,64,2,4,1,1,5,1,1,2,0,2,40,NA
14953,32.3,1,1,1,2,1,2,1,2,1,7,50,10
5740,44.1,3,2,1,3,5,1,1,2,1,2,70,6
11681,31.5,2,2,1,2,1,1,1,2,1,2,20,6
18326,27,3,4,1,3,5,1,1,2,2,7,NA,NA
16494,28.3,2,2,1,2,5,1,1,2,1,7,NA,4
5041,39.7,2,3,1,5,1,1,1,2,1,2,65,NA
5694,60.5,3,2,3,2,4,2,1,2,1,2,40,10
19188,71.8,1,5,1,5,1,1,1,2,1,7,NA,NA
21962,46.8,3,2,1,3,1,1,1,3,1,2,18,2
21043,66.3,0,4,1,3,5,1,1,2,1,2,35,10
4267,16.3,0,5,1,2,5,1,3,7,1,7,40,1
3956,39,5,3,1,4,1,1,1,2,1,2,40,8
92,73.9,4,3,1,2,1,1,1,2,2,7,40,10
14841,71.5,2,3,1,4,3,1,1,2,1,7,NA,5
9072,48.2,3,1,1,3,2,1,1,2,1,2,40,12
5433,26.5,0,3,1,2,1,1,1,2,1,2,40,NA
2691,33.6,4,1,1,2,1,1,1,2,1,2,NA,NA
5859,57.8,2,2,1,2,1,1,1,3,1,2,70,6
10086,75.5,4,3,1,3,4,1,1,2,2,7,NA,5
17616,42.3,1,1,3,1,1,2,1,2,1,2,42,11
5064,44.6,3,3,1,2,1,1,1,2,2,7,NA,1
9198,28.4,2,2,1,2,5,1,1,2,1,1,50,7
4331,46.3,0,2,1,4,5,1,1,2,2,7,NA,9
18033,61,4,2,1,2,1,1,1,2,1,2,30,NA
19473,73.5,4,2,1,3,1,2,1,2,1,7,NA,NA
11656,18.3,0,4,1,2,5,1,1,2,0,2,40,2
7731,76,3,5,1,5,3,1,1,2,3,7,NA,4
3328,80,2,5,1,3,4,1,1,2,1,7,NA,7
10654,80,3,5,1,3,1,1,1,2,1,7,NA,7
9907,66.8,3,3,1,3,3,2,1,3,3,7,NA,7
9714,40.6,2,4,1,2,1,1,1,2,1,2,40,8
2550,44.7,5,5,1,2,1,2,1,2,1,1,60,NA
15473,52.2,3,2,1,2,1,1,1,2,1,2,40,12
13914,20.4,0,4,3,1,5,1,1,2,0,2,43,6
2726,44.5,1,2,1,2,5,1,1,2,1,2,55,12
21219,63.1,2,4,1,3,1,1,1,3,1,2,40,8
19413,77.1,4,2,1,2,4,1,1,2,1,7,NA,NA
14571,42.9,3,2,1,2,1,1,1,2,1,2,42,12
3260,59.8,4,3,1,3,1,1,1,2,2,2,50,12
16612,78.5,2,4,1,4,1,1,1,2,1,7,NA,NA
8868,48.1,2,4,1,3,1,1,1,2,3,2,55,11
10041,80,5,4,1,2,4,1,1,2,2,7,NA,NA
15279,54.2,3,2,1,3,3,1,1,2,3,2,72,8
2833,76.6,4,2,1,3,4,1,1,3,2,7,NA,6
16567,36.3,4,3,1,2,1,1,1,2,1,2,2,7
4283,60.3,5,2,1,2,4,1,1,2,2,7,NA,7
5641,57.3,1,4,1,4,1,1,1,2,1,2,65,12
20140,77.3,3,4,1,3,1,1,1,2,1,7,60,4
13938,39.4,0,2,1,2,1,1,1,2,3,2,40,8
21523,75.8,3,1,1,3,4,2,1,2,1,7,NA,6
5979,16.2,0,5,1,2,5,1,1,7,0,2,15,2
13561,38.6,2,2,1,3,5,1,2,2,2,2,44,10
19122,71.9,3,5,1,3,4,1,1,2,3,7,NA,4
10948,35.1,1,1,1,3,1,1,1,2,1,2,40,10
7485,40.9,1,1,1,2,1,1,1,2,1,2,35,8
14738,53.8,1,3,1,2,2,1,1,2,1,2,40,10
15998,36.4,2,3,1,2,1,1,1,2,2,1,70,12
5882,66.5,2,4,1,2,1,1,1,3,1,2,40,8
8128,32.9,1,2,1,2,1,1,1,3,1,2,60,12
14851,47.2,2,3,1,2,3,1,1,2,1,1,30,11
6427,80,2,2,3,4,4,1,1,2,1,7,NA,3
15078,34.4,0,1,3,1,1,1,1,2,1,1,20,10
684,52.3,4,3,1,1,1,1,1,2,1,7,NA,1
6800,49.3,2,2,1,2,1,1,1,2,1,2,50,NA
7370,34.9,1,3,1,2,5,1,1,2,1,2,35,NA
18974,43.5,2,2,1,2,1,1,1,2,1,2,50,10
20956,35.1,2,4,1,1,5,1,1,1,1,2,40,7
12962,80,5,2,1,3,1,1,1,2,1,7,NA,4
9929,50.4,2,5,1,4,1,1,1,3,1,7,NA,3
7571,45.8,2,3,1,2,1,1,1,2,1,2,40,10
18684,35.3,2,1,1,1,1,1,1,2,1,7,NA,1
20202,70.5,3,5,3,4,4,1,1,2,1,7,NA,6
7575,41.5,1,2,1,1,3,1,1,2,1,2,40,9
14,80,4,2,3,3,4,1,1,2,1,7,NA,5
3014,53.3,7,5,3,3,1,2,1,2,1,7,NA,1
16059,28.3,2,3,1,1,1,1,1,1,2,2,10,1
4240,16.3,0,5,1,3,5,1,1,7,0,7,NA,2
3629,80,5,1,3,2,1,2,1,2,2,7,NA,10
13322,35.8,3,1,1,4,1,2,1,1,1,2,30,2
19539,62,1,3,1,1,1,1,1,2,2,7,NA,4
9682,64.3,3,3,1,1,1,1,1,2,1,7,NA,NA
11164,41.9,1,5,1,3,1,1,1,2,2,2,35,5
13443,71.5,3,1,1,1,1,1,1,2,1,2,3,NA
20762,36.8,3,2,1,4,1,1,1,2,1,2,70,11
1373,33.6,0,2,1,1,5,1,3,2,0,1,60,9
21398,54,3,8,NA,8,1,8,1,3,2,8,NA,NA
7891,80,3,2,1,3,1,1,1,2,1,7,NA,7
759,80,4,5,1,2,1,1,1,3,1,2,30,6
7201,76,4,5,1,2,1,1,1,2,1,7,NA,4
20033,69.2,2,3,1,3,1,2,1,2,2,7,NA,6
2095,80,0,5,1,2,4,1,1,3,1,7,NA,NA
13095,80,2,5,1,4,4,1,1,3,1,7,NA,NA
19527,65.5,0,1,1,2,1,1,1,3,1,7,NA,NA
14830,62.8,5,1,1,2,1,2,1,2,1,2,60,6
10105,19.7,0,3,1,3,5,1,1,2,0,2,30,5
12156,53,0,2,1,2,1,2,1,2,1,1,45,9
8511,55,1,5,1,1,1,1,1,2,1,2,42,8
12399,80,2,5,1,2,1,1,1,3,2,7,NA,3
8879,60.1,2,4,1,2,1,1,1,3,1,2,6,NA
523,59.8,2,4,3,3,1,1,1,2,1,2,40,3
20649,54.9,2,1,1,3,1,2,1,2,1,2,37.5,12
6320,65.1,4,4,1,4,1,1,1,2,1,7,NA,NA
3809,66.7,4,5,1,1,1,1,1,2,2,2,75,12
12576,29.4,1,2,1,1,1,1,1,2,1,2,75,12
15952,45.1,2,4,1,1,1,1,1,2,1,2,2,1
11091,46,0,3,1,3,3,1,1,2,1,2,40,8
16099,44.7,2,5,3,1,5,2,1,2,0,2,30,7
5466,54.3,1,5,3,5,3,1,1,1,2,2,2,5
20176,29.3,0,1,1,1,1,2,1,2,1,2,40,7
7339,46.2,0,2,1,3,5,1,1,2,0,2,36.3,9
15023,40.1,0,1,1,2,5,1,1,2,2,2,35,8
8322,63.8,0,2,1,4,1,1,1,3,1,2,60,11
8312,53.9,3,4,1,3,1,1,1,2,2,2,20,NA
1916,18.4,0,4,1,4,5,1,1,2,0,1,25,4
1794,49.5,3,3,1,2,1,1,1,2,1,2,35,10
19452,60.6,2,2,1,4,1,1,1,2,1,7,NA,6
19083,52.3,1,9,1,5,3,1,1,2,1,7,NA,NA
13772,47.5,0,4,1,2,5,1,1,2,0,2,NA,NA
19201,80,7,4,1,2,4,1,1,3,1,7,NA,9
7693,33.2,5,1,1,2,2,1,1,1,2,1,NA,6
3668,47.2,3,4,1,3,3,1,1,2,2,2,40,6
16598,35.9,2,2,1,2,5,1,1,2,1,2,45,6
28,32.2,2,1,1,2,2,1,1,2,1,2,50,10
2741,44.8,6,2,1,3,5,1,1,2,1,2,40,4
18637,71.3,4,5,1,2,1,1,1,2,1,7,NA,7
12006,60.8,2,5,1,2,2,1,1,3,2,7,60,7
1054,77.8,3,5,1,2,4,1,1,2,2,7,NA,6
18831,40.3,1,4,3,1,1,2,1,2,2,7,44,8
8696,35.3,3,3,1,4,5,1,1,2,1,2,50,9
2054,50.5,0,5,1,2,5,1,1,2,1,2,50,10
988,37.5,0,4,1,3,5,1,3,2,3,2,55,10
2945,35.4,2,1,1,1,1,1,1,2,1,2,30,9
17340,54.8,2,4,1,3,1,1,1,2,1,2,75,9
12505,54.4,2,4,1,2,4,1,1,2,3,2,40,8
13407,24.9,2,5,3,4,1,2,1,1,1,7,NA,1
10755,54.7,1,3,2,4,3,1,1,2,2,2,60,6
5089,66.8,3,3,1,4,3,1,3,2,1,1,20,5
8490,59.8,2,4,1,4,3,1,1,2,1,2,40,8
2133,62.1,3,2,1,2,1,2,1,3,2,2,50,12
21093,73,4,4,1,3,4,1,1,2,1,7,NA,5
13319,44.3,3,3,1,2,3,1,1,2,1,2,40,8
21129,36.4,2,1,1,2,1,1,1,2,1,2,17,6
20899,39.2,2,1,3,2,1,2,1,2,1,2,40,6
19866,23.3,0,4,1,1,1,1,1,2,1,2,44,6
16212,31.6,3,2,1,4,1,1,1,2,1,2,16,3
7653,21.2,0,2,1,3,5,1,1,2,0,2,40,4
21726,58.8,1,4,1,1,3,1,1,2,2,7,40,6
5685,39.4,3,2,1,3,1,1,1,2,2,2,40,10
11581,28,0,2,1,2,5,2,1,2,1,2,70,10
15792,58.2,3,4,3,3,1,2,1,2,3,1,42.5,9
21548,51.3,0,4,1,2,3,1,1,2,3,7,50,7
12510,48.9,0,1,1,1,1,1,1,2,1,2,60,12
16070,32.7,1,2,3,3,1,2,1,2,1,2,38.8,7
22267,31,1,1,1,2,3,1,1,2,3,2,37.8,9
9605,33.3,2,4,1,1,1,1,1,2,1,2,60,10
15343,60.5,2,2,1,1,1,1,1,2,1,2,40,NA
20226,29.7,0,2,1,3,5,1,1,1,1,2,40,8
20261,51.5,2,4,1,2,1,1,1,2,1,2,40,6
5600,33.3,3,4,1,3,1,1,1,2,1,2,75,6
20695,59.1,5,3,1,1,1,1,1,2,1,1,75,12
10480,26.9,2,1,1,1,1,1,1,2,1,1,40,9
343,64.2,4,1,1,1,1,1,1,2,3,7,NA,8
10771,59.8,2,2,2,3,3,1,1,2,1,2,60,8
21131,56.1,3,4,1,2,1,1,1,2,1,7,50,10
14392,45.5,1,1,1,3,1,1,1,2,1,2,37.3,11
374,30.4,2,2,1,2,4,1,1,2,1,2,16,4
9896,64.1,4,2,1,5,1,1,1,3,1,7,NA,3
989,59.1,3,1,1,2,1,1,1,2,1,2,65,12
1712,66.8,4,4,1,4,1,2,1,1,4,2,75,11
4889,32.9,2,2,1,3,5,1,1,1,1,2,40,8
6528,57.5,3,4,1,2,1,1,1,3,2,2,52.5,10
8730,36.2,1,1,1,3,1,1,1,2,1,2,50,11
5599,30.6,3,5,1,3,2,1,1,2,2,2,75,10
5958,57.9,2,2,1,2,1,1,1,2,2,2,35,11
5209,58.8,4,1,1,3,1,1,1,2,1,7,NA,2
7455,54.8,1,5,2,2,1,1,1,2,1,2,70,12
15479,28.3,3,5,2,2,5,1,1,2,1,2,24,7
21031,56.1,2,2,1,2,1,1,1,2,1,2,45,12
4253,33.6,3,2,1,4,3,1,3,2,2,7,60,7
8748,48.2,6,2,1,2,3,1,1,2,2,2,40,8
4691,22,1,4,1,3,3,1,1,2,2,2,50,6
7302,71.9,2,3,1,5,1,1,1,2,1,7,NA,NA
5408,33.5,2,2,1,2,1,1,1,2,2,2,40,12
3402,50.3,3,4,1,2,1,1,1,2,1,2,25,6
1698,41.2,2,2,1,2,3,1,1,2,2,2,45,10
20686,46.8,4,1,1,5,1,1,1,2,2,7,NA,3
2824,57.5,3,5,1,4,5,1,1,2,1,2,60,NA
133,66.3,3,5,2,5,1,1,1,3,1,7,NA,7
6174,60.2,3,1,1,5,1,1,1,2,1,1,45,8
1659,31.8,2,4,1,2,3,1,1,1,3,2,35,7
6953,15.9,0,5,1,1,5,1,3,7,0,7,70,1
2496,70.2,4,4,1,2,1,1,1,2,1,7,NA,6
6287,36.8,3,2,2,1,1,1,1,2,1,2,50,8
456,18.6,0,4,1,2,5,1,1,2,0,1,52,6
16260,29.2,2,2,2,2,1,1,1,2,1,2,35,8
19717,48.1,0,2,2,4,1,1,1,3,1,7,30,NA
17134,66.2,2,5,3,1,1,1,1,2,1,7,NA,NA
8391,74.6,3,1,3,3,1,1,1,2,1,7,NA,NA
10527,50.3,2,3,1,2,1,1,1,2,2,1,60,12
12331,45.6,0,4,1,3,5,1,1,2,0,2,60,5
18042,48.4,2,3,1,5,2,1,1,2,2,2,22,5
20111,76.8,3,2,1,2,4,1,1,8,1,7,NA,NA
9361,62.6,1,1,1,2,3,1,1,2,2,2,40,11
3130,54.8,3,2,1,2,1,1,1,3,1,1,75,10
2660,70.1,4,1,1,9,4,1,1,3,1,7,NA,NA
14053,51.2,2,1,1,3,1,1,1,2,1,7,60,10
11495,29.4,0,1,1,3,5,1,1,2,1,7,55,8
2097,72.6,6,4,1,2,1,1,1,2,1,7,NA,NA
20161,61.2,0,2,1,2,4,1,1,2,1,2,50,12
16185,26.8,3,4,1,1,1,1,1,3,2,7,NA,2
10012,33.2,0,2,1,1,5,1,1,2,0,2,55,10
11652,15.8,0,5,1,4,5,1,1,7,0,2,40,NA
3955,48.8,0,2,1,2,1,1,1,2,2,2,50,12
7759,77.5,2,4,1,3,2,1,1,2,1,7,NA,5
14682,31.1,1,2,3,1,1,2,1,9,1,2,45,NA
10088,41.1,1,5,1,3,1,1,1,2,2,2,40,10
14727,49.1,3,4,1,3,1,1,1,2,1,2,40,NA
10999,47.1,1,1,1,2,3,1,1,2,4,1,75,12
9322,62,5,2,1,1,1,1,1,3,2,7,NA,2
29,50.3,2,2,3,4,1,1,1,2,1,2,56,12
17696,51.3,2,4,1,4,3,1,1,2,1,2,75,7
22167,50.3,1,4,NA,2,1,1,1,2,2,2,42,NA
4415,25.6,1,4,1,3,5,1,1,2,1,2,60,12
11057,66.5,1,2,1,3,1,1,1,2,1,7,NA,NA
14857,26.8,0,2,3,2,5,2,1,2,0,2,45,8
6696,24.3,1,4,1,3,5,1,1,3,1,1,17.5,3
6741,54.8,3,1,1,1,1,1,1,2,1,2,70,11
12340,51.1,2,2,4,1,5,1,3,2,0,7,NA,6
14007,41.4,2,2,1,3,1,1,1,3,2,2,20,8
8241,50.1,0,2,1,3,5,1,1,2,1,2,45,12
11756,42.6,3,2,1,3,5,1,1,2,1,2,50,12
14720,56.5,2,1,3,1,1,2,1,2,1,2,40,12
9095,15.8,0,5,1,3,5,1,3,7,0,7,4,2
5289,18.3,1,5,1,4,5,1,1,9,0,7,NA,1
6218,34.2,3,2,1,2,1,1,1,2,1,2,50,12
20209,66.8,2,2,3,3,1,1,1,3,2,7,NA,6
1215,24.5,1,2,1,2,5,1,1,2,0,2,15,NA
3475,23.3,0,3,1,3,5,1,1,2,1,2,50,8
6776,45.3,0,2,1,2,5,1,1,2,0,2,55,10
6243,30.2,1,2,1,2,5,1,3,2,1,1,60,10
15065,59,2,2,1,4,1,1,1,2,1,2,44,11
2587,55,4,3,1,2,1,1,1,2,1,2,60,12
12965,24.5,0,4,1,5,5,1,1,2,0,7,NA,1
7463,42.5,2,2,1,3,5,1,1,2,1,1,50,12
10310,48.7,0,5,1,1,5,1,1,2,0,7,NA,4
17100,78.7,7,5,1,3,4,1,1,2,1,7,NA,4
12918,72.4,3,5,1,3,4,1,1,3,1,2,40,7
8277,68.9,3,5,1,2,1,1,2,3,1,7,NA,NA
4278,39.3,3,3,5,1,2,2,1,2,1,2,37.5,10
9182,28.8,3,4,1,2,5,1,1,2,1,2,40,7
1113,51.7,2,3,1,2,1,1,1,2,1,2,40,NA
6368,23.3,0,2,1,3,5,1,1,2,0,2,40,9
15124,42.5,2,2,1,2,1,1,1,2,1,2,40,12
11169,59.8,4,4,1,2,1,1,1,2,1,7,10,1
17112,36,2,3,1,1,1,2,1,2,2,2,40,9
9984,79.7,1,5,3,2,4,1,1,2,1,7,NA,9
11383,40.8,2,4,2,3,2,1,1,2,1,2,45,10
7862,45.8,2,3,1,2,1,1,1,2,1,2,40,7
4502,49.1,4,1,1,1,1,1,1,2,1,1,55,12
18281,34.3,3,2,1,2,1,1,1,2,1,2,28,8
17359,40.6,3,4,NA,8,1,8,1,2,1,7,70,NA
11634,60.3,0,5,1,5,3,1,1,2,2,2,NA,NA
9004,38.1,2,2,1,3,1,1,1,2,1,2,55,NA
114,53.2,3,2,1,3,1,1,1,2,1,2,36.3,9
20757,34.1,2,4,3,2,1,1,1,2,1,2,50,12
12518,40.5,3,2,1,1,1,1,1,2,1,2,30,6
5409,69.5,3,4,1,4,1,1,1,2,1,7,NA,4
17570,36.3,4,4,1,1,5,1,1,2,1,2,42,NA
12029,29.9,1,1,3,2,1,2,1,2,1,7,NA,NA
21358,44.3,0,3,1,1,5,1,1,2,1,2,40,10
17269,80,0,1,1,5,5,1,3,2,0,7,NA,NA
11113,54.4,4,3,1,1,1,1,1,2,2,2,35,9
17303,49.6,2,4,3,2,3,2,1,2,2,7,NA,1
11748,65.1,2,5,1,2,1,1,1,3,1,7,NA,2
13871,15.8,0,5,1,4,5,1,1,7,0,1,6,NA
19253,59.7,2,5,1,1,1,1,1,2,2,2,40,7
15772,45.5,2,1,1,3,1,2,1,2,1,2,30,7
3379,70.1,3,4,1,3,1,2,1,2,2,7,NA,5
21755,57.1,3,4,1,5,1,1,1,2,3,2,25,12
11313,66.1,2,2,1,3,1,2,1,2,1,7,NA,8
14660,35.5,2,1,1,2,1,2,1,2,1,2,37,9
6834,73.3,2,2,1,4,4,1,1,2,1,7,NA,8
120,21.2,0,3,3,2,5,1,1,2,0,2,35,6
13625,73.7,3,1,1,3,1,2,1,2,2,2,8,10
12580,49.3,2,4,1,4,1,1,1,2,1,2,40,6
2914,63.5,2,5,1,3,3,1,1,2,1,2,13,6
13347,49.9,2,2,5,4,5,1,1,2,1,1,18,4
16381,51.3,0,5,1,4,1,1,1,2,1,2,40,7
19947,66.5,3,3,3,2,2,2,1,2,1,7,NA,5
14896,80,5,5,1,4,4,1,2,2,1,7,NA,6
20369,64.3,4,2,1,3,1,1,2,2,1,2,18,7
18358,69.1,2,2,1,2,1,2,1,2,1,7,NA,5
21215,80,NA,5,1,3,4,1,1,3,1,7,NA,NA
13429,48.8,3,3,1,2,3,1,3,2,2,7,NA,4
7643,53.8,2,2,1,2,1,1,1,2,1,2,60,12
1226,68.8,2,3,1,3,3,2,1,2,1,7,NA,8
4997,64.6,2,3,1,3,1,1,1,2,2,7,NA,3
548,70.5,3,2,3,4,4,1,1,2,1,7,NA,7
10492,47.4,0,2,1,3,5,1,1,2,0,7,NA,4
10963,62.1,3,3,1,3,1,1,1,2,1,7,NA,4
11021,53.9,7,2,2,5,1,1,1,2,4,7,NA,8
16619,59.6,2,3,1,2,1,1,1,2,2,7,NA,10
21476,54.1,2,2,1,2,1,1,1,3,1,2,37.5,6
14478,47.2,0,5,3,1,5,1,1,2,1,7,30,5
19802,26.3,0,4,1,1,5,1,1,2,0,2,8,7
3157,50.3,2,3,1,4,1,1,1,2,2,2,25,10
22063,24.8,0,2,1,1,5,1,1,2,0,2,48,11
6692,69.1,2,2,1,1,1,1,1,2,1,7,NA,9
13297,33.3,2,3,1,1,1,1,1,2,1,2,27,7
3534,34.2,2,1,1,1,1,1,1,2,1,2,NA,8
9332,74.2,7,5,1,1,4,1,1,2,2,7,NA,6
22013,36.8,4,5,1,1,5,1,3,2,4,1,40,6
17015,72.3,2,4,3,1,1,2,1,2,1,7,NA,NA
22421,50.8,3,1,1,1,1,2,1,2,1,2,40,NA
8897,60.9,2,3,1,3,1,1,1,2,1,7,NA,6
4445,69.8,2,5,1,3,4,1,1,2,1,7,NA,7
19883,34,2,1,1,1,1,1,1,2,1,2,45,9
17050,55.8,3,2,3,4,1,1,1,2,1,2,42,6
13712,80,0,8,NA,8,5,8,1,2,0,7,NA,NA
8254,80,2,2,1,3,1,1,1,3,1,7,NA,6
7573,80,0,5,3,4,4,2,1,2,2,7,NA,NA
9810,71.3,4,2,1,2,1,1,1,3,2,7,NA,NA
16361,70.9,0,4,1,1,5,1,1,2,1,7,NA,7
12406,54.4,5,2,3,2,3,1,1,1,3,2,13,6
9837,71.4,1,1,1,2,4,2,1,2,1,7,NA,8
9843,76.3,3,2,1,2,1,2,1,3,1,7,NA,7
1970,57.7,0,1,1,1,5,1,1,2,1,2,35,7
4184,46.3,3,1,1,2,1,1,1,2,5,2,35,4
22378,64.2,0,3,1,2,5,1,1,2,0,7,NA,3
22381,79.6,4,5,1,4,4,1,1,2,2,7,NA,5
4777,64.5,2,1,1,2,2,2,1,2,3,7,NA,4
4440,43.7,3,2,2,2,1,1,1,2,1,2,25,7
7293,37.4,2,5,1,3,5,1,1,3,1,7,NA,3
19792,60.4,3,2,1,1,3,1,1,2,3,7,40,11
4783,27,0,1,1,1,5,1,1,2,1,2,40,9
3849,31.7,2,2,1,3,5,1,1,2,2,2,40,10
11371,21,0,3,1,3,5,1,1,2,0,2,40,3
2992,50.8,3,3,1,4,2,1,1,2,1,7,NA,2
1941,43.7,3,1,1,2,1,1,1,2,1,2,50,8
14175,54.5,0,2,1,4,3,1,1,2,2,2,45,9
15687,64.6,2,1,1,3,1,1,1,2,1,2,16,7
1252,23.4,0,3,1,2,5,1,1,2,0,7,25,4
19545,80,2,4,1,3,4,1,1,2,1,7,NA,NA
17006,66.2,3,2,1,5,1,1,3,2,2,7,NA,3
12135,46,3,2,1,2,1,1,1,2,2,1,42,11
19967,63.8,0,4,1,4,5,1,1,2,0,7,NA,7
18551,20.9,0,5,1,4,5,1,3,2,2,2,25,3
17246,70.2,2,4,3,3,1,2,1,2,2,7,NA,5
17092,21.8,0,3,1,3,5,1,1,2,0,7,25,2
3532,21.6,0,2,1,2,5,1,1,2,0,2,25,4
5733,67.1,0,5,NA,8,5,8,1,2,0,7,NA,NA
871,73.7,3,2,1,2,4,1,1,2,1,1,35,8
16235,57.3,3,4,1,4,3,1,1,1,1,7,NA,3
9763,53.5,4,5,3,4,3,1,1,2,3,7,NA,4
17280,59,4,2,1,1,1,1,1,2,1,1,60,12
11220,79.7,3,2,3,1,4,2,1,3,1,7,NA,NA
11168,78.8,5,1,1,3,1,1,1,2,2,7,NA,NA
21610,61.7,2,1,1,2,1,1,1,2,2,2,50,10
11334,52.8,2,4,1,1,1,1,1,2,1,2,37,7
18074,18.3,0,3,1,1,5,1,1,2,1,7,NA,NA
9277,36.1,0,2,NA,8,5,8,1,2,1,2,70,NA
6475,48.8,0,2,1,2,1,1,1,3,1,2,75,9
8841,56.5,0,1,1,2,1,1,1,3,2,2,45,12
3331,80,6,4,1,1,4,1,1,2,1,7,NA,NA
19350,49.3,2,2,1,2,1,1,1,2,3,2,40,10
82,51.3,1,2,1,3,1,1,1,2,1,1,40,8
6860,56.1,2,5,1,4,3,1,1,2,2,7,NA,1
8676,80,4,5,1,1,1,1,1,2,1,7,NA,12
15249,50,2,5,1,2,1,1,1,2,1,1,50,11
17816,80,2,3,1,2,4,1,1,2,1,7,NA,NA
18308,66.7,3,5,1,3,3,1,3,3,1,7,NA,7
7505,35.3,1,2,1,2,1,1,1,2,2,2,37.5,10
13481,70.9,3,3,3,3,2,2,1,2,3,7,NA,7
7209,67.1,2,1,1,1,3,2,1,2,2,7,NA,7
17439,52,2,3,1,4,4,1,1,2,1,7,NA,NA
10587,34.4,0,1,1,2,1,1,1,2,1,1,39,8
10913,76.2,0,2,1,3,1,1,1,2,1,7,NA,10
4057,45.2,7,5,1,2,1,1,3,2,4,7,24,1
3033,53.1,3,1,1,3,4,1,1,2,2,2,35,11
11870,80,4,5,3,3,4,1,1,3,2,7,NA,6
1888,80,0,2,3,4,4,2,1,2,1,7,NA,NA
12051,15.6,0,5,1,3,5,1,1,7,0,7,NA,1
9062,73.3,2,1,3,5,1,2,1,2,1,7,NA,NA
9550,56.1,2,2,1,2,1,1,1,2,1,2,35,8
18342,62.1,3,2,1,2,1,1,1,2,1,2,60,11
8951,73.7,3,4,1,3,1,1,1,2,1,7,NA,2
16131,79.1,3,3,1,3,4,1,1,3,2,7,NA,4
6089,40.3,2,2,1,2,1,1,1,2,1,2,37.5,12
2291,61.4,4,3,1,2,1,1,2,3,1,2,40,9
